DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
NORTE DE SANTANDER,TOLEDO,54820000,-,06/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,ISTMINA,27361000,-,07/08/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,-,08/08/2014,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,5042000,-,10/08/2014,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,URIBIA,44847000,ARMA BLANCA / CORTOPUNZANTE,13/08/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,PALMIRA,76520000,-,14/08/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,SOGAMOSO,15759000,-,16/08/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BOLÍVAR,76100000,ARMA BLANCA / CORTOPUNZANTE,19/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,DUITAMA,15238000,ARMA BLANCA / CORTOPUNZANTE,23/08/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,24/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,-,24/08/2014,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,25/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,25/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,26/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,26/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,CAMPOALEGRE,41132000,-,27/08/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,CÓRDOBA,52215000,ARMA DE FUEGO,30/08/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,31/08/2014,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,05/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,05/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA BLANCA / CORTOPUNZANTE,06/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,GONZÁLEZ,20310000,ARMA BLANCA / CORTOPUNZANTE,07/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,FORTUL,81300000,ARMA BLANCA / CORTOPUNZANTE,08/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,08/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,08/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,BAGADÓ,27073000,ARMA DE FUEGO,09/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA BLANCA / CORTOPUNZANTE,09/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,TOCAIMA,25815000,-,11/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA BLANCA / CORTOPUNZANTE,11/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,PAILITAS,20517000,ARMA DE FUEGO,13/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,16/09/2014,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,RIOHACHA (CT),44001000,-,18/09/2014,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,PELAYA,20550000,-,22/09/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,22/09/2014,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,30/09/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,03/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,MOCOA (CT),86001000,ARMA BLANCA / CORTOPUNZANTE,05/10/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,LA UNIÓN,5400000,ARMA BLANCA / CORTOPUNZANTE,08/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SUCRE,MORROA,70473000,ARMA BLANCA / CORTOPUNZANTE,10/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,15/10/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,-,17/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,-,17/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,CARMEN DE APICALÁ,73148000,-,17/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,VILLANUEVA,85440000,-,20/10/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,LA PLAYA,54398000,ARMA DE FUEGO,20/10/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,21/10/2014,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAPUYES,52720000,ARMA DE FUEGO,22/10/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,GINEBRA,76306000,-,22/10/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,PUERTO CONCORDIA,50450000,-,27/10/2014,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,-,30/10/2014,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,06/11/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,06/11/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,06/11/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,06/11/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,FONSECA,44279000,ARMA DE FUEGO,06/11/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,09/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,09/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,MAPIRIPÁN,50325000,ARMA DE FUEGO,12/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,VENADILLO,73861000,ARMA DE FUEGO,13/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,14/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,14/11/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,16/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,16/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,QUIBDÓ (CT),27001000,ARMA DE FUEGO,16/11/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,20/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,20/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,PIENDAMÓ,19548000,-,24/11/2014,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,ALMAGUER,19022000,-,25/11/2014,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,RÍO VIEJO,13600000,-,26/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,TURBACO,13836000,-,26/11/2014,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CÓRDOBA,MONTELÍBANO,23466000,-,26/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,YUMBO,76892000,-,27/11/2014,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,29/11/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,01/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,01/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL ZULIA,54261000,ARMA DE FUEGO,02/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,03/12/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,ACACÍAS,50006000,-,04/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,06/12/2014,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,BARBACOAS,52079000,ARMA DE FUEGO,14/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,JAMUNDÍ,76364000,-,14/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,ALTO BAUDÓ,27025000,ARMA DE FUEGO,16/12/2014,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,ROVIRA,73624000,ARMA DE FUEGO,19/12/2014,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,ROVIRA,73624000,ARMA DE FUEGO,19/12/2014,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,-,20/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,RESTREPO,76606000,-,27/12/2014,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
MAGDALENA,SANTA MARTA (CT),47001000,-,01/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,EL PAUJIL,18256000,ARMA DE FUEGO,04/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,TELLO,41799000,ARMA DE FUEGO,04/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,06/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,-,10/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,13/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
BOYACÁ,TUNJA (CT),15001000,ARMA DE FUEGO,14/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,14/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,14/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,15/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,15/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,TADÓ,27787000,-,15/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,MAPIRIPÁN,50325000,ARMA BLANCA / CORTOPUNZANTE,18/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,MAPIRIPÁN,50325000,ARMA BLANCA / CORTOPUNZANTE,18/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,MAPIRIPÁN,50325000,ARMA BLANCA / CORTOPUNZANTE,18/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,MAPIRIPÁN,50325000,ARMA BLANCA / CORTOPUNZANTE,18/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,MAPIRIPÁN,50325000,ARMA BLANCA / CORTOPUNZANTE,18/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,19/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,19/01/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,19/01/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,19/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,19/01/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,COPACABANA,5212000,ARMA DE FUEGO,23/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,25/01/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,VILLAVICENCIO (CT),50001000,-,27/01/2015,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,MESETAS,50330000,ARMA DE FUEGO,28/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,30/01/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,06/02/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,AGUAZUL,85010000,ARMA DE FUEGO,09/02/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,10/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,10/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,10/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,TIBÚ,54810000,-,10/02/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,TADÓ,27787000,-,12/02/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,13/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,14/02/2015,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,16/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,19/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,19/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,19/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,EL CARMEN,54245000,ARMA DE FUEGO,19/02/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,-,21/02/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,SALAZAR,54660000,ARMA DE FUEGO,21/02/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,27/02/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA DE FUEGO,28/02/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,SAN CAYETANO,54673000,ARMA DE FUEGO,28/02/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,URIBIA,44847000,ARMA DE FUEGO,01/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,BARBOSA,5079000,ARMA DE FUEGO,02/03/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,LÍBANO,73411000,ARMA DE FUEGO,02/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,LÍBANO,73411000,ARMA DE FUEGO,02/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,LÍBANO,73411000,ARMA DE FUEGO,02/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,NEIVA (CT),41001000,-,03/03/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,PELAYA,20550000,ARMA DE FUEGO,08/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,VALPARAÍSO,18860000,ARMA DE FUEGO,10/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,10/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,10/03/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,12/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,YOPAL (CT),85001000,ARMA DE FUEGO,13/03/2015,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,15/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,PUERTO ASÍS,86568000,-,20/03/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,22/03/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,24/03/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/03/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,26/03/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,GRANADA,50313000,-,26/03/2015,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,27/03/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,30/03/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,SABANETA,5631000,ARMA DE FUEGO,11/04/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,RESTREPO,50606000,-,11/04/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,-,14/04/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,-,14/04/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,BECERRIL,20045000,-,19/04/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,19/04/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,CAREPA,5147000,ARMA BLANCA / CORTOPUNZANTE,20/04/2015,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,HATONUEVO,44378000,ARMA DE FUEGO,22/04/2015,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,PARATEBUENO,25530000,-,25/04/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,30/04/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,02/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,02/05/2015,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,02/05/2015,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,03/05/2015,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,BUENOS AIRES,19110000,ARMA DE FUEGO,03/05/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,07/05/2015,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
