DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
ANTIOQUIA,SABANETA,5631000,ARMA DE FUEGO,05/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,06/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,12/10/2017,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,TIMANÁ,41807000,ARMA DE FUEGO,12/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,TIMANÁ,41807000,ARMA DE FUEGO,12/10/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,ARMA BLANCA / CORTOPUNZANTE,16/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,GUARNE,5318000,ARMA DE FUEGO,17/10/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,17/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
QUINDÍO,FILANDIA,63272000,ARMA DE FUEGO,23/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,26/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,27/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,28/10/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CARTAGO,76147000,SIN EMPLEO DE ARMAS,02/11/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CALDONO,19137000,ARMA BLANCA / CORTOPUNZANTE,05/11/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,FLORENCIA,19290000,ARMA DE FUEGO,14/11/2017,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,14/11/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,LA LLANADA,52385000,ARMA DE FUEGO,15/11/2017,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,LA MERCED,17388000,ARMA DE FUEGO,22/11/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,ALTAMIRA,41026000,ARMA DE FUEGO,26/11/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,PUPIALES,52585000,ARMA DE FUEGO,27/11/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CAJIBÍO,19130000,ARMA DE FUEGO,30/11/2017,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,TOTORÓ,19824000,ARMA DE FUEGO,04/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,SALGAR,5642000,ARMA DE FUEGO,05/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,08/12/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,RÍO DE ORO,20614000,ARMA DE FUEGO,10/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,RÍO DE ORO,20614000,ARMA DE FUEGO,10/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,INZÁ,19355000,ARMA DE FUEGO,12/12/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,INZÁ,19355000,ARMA DE FUEGO,12/12/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,INZÁ,19355000,ARMA DE FUEGO,12/12/2017,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,12/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CAJIBÍO,19130000,ARMA BLANCA / CORTOPUNZANTE,13/12/2017,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,MOCOA (CT),86001000,ARMA BLANCA / CORTOPUNZANTE,20/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,CHINCHINÁ,17174000,ARMA BLANCA / CORTOPUNZANTE,22/12/2017,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,LA VEGA,19397000,ARMA DE FUEGO,22/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,TIMBÍO,19807000,ARMA DE FUEGO,27/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,27/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,31/12/2017,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,03/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,SAN AGUSTÍN,41668000,ARMA DE FUEGO,05/01/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,ANSERMA,17042000,ARMA BLANCA / CORTOPUNZANTE,07/01/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,10/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,10/01/2018,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,10/01/2018,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,SIN EMPLEO DE ARMAS,12/01/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,13/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,SIN EMPLEO DE ARMAS,15/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,15/01/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,15/01/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,26/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,EL CARMEN DE ATRATO,27245000,ARMA BLANCA / CORTOPUNZANTE,26/01/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/02/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,SIN EMPLEO DE ARMAS,02/02/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,SIN EMPLEO DE ARMAS,02/02/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/02/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,07/02/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,07/02/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,19/02/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,27/02/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,SIN EMPLEO DE ARMAS,14/03/2018,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,RIONEGRO,5615000,SIN EMPLEO DE ARMAS,14/03/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,16/03/2018,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,17/03/2018,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,20/03/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN PABLO,52693000,ARMA DE FUEGO,25/03/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,PURACÉ,19585000,ARMA DE FUEGO,27/03/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,ACEVEDO,41006000,ARMA DE FUEGO,27/03/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,PUERTO BERRÍO,5579000,SIN EMPLEO DE ARMAS,28/03/2018,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,ARMA DE FUEGO,28/03/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,28/03/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,29/03/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TEORAMA,54800000,ARMA DE FUEGO,02/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TEORAMA,54800000,ARMA DE FUEGO,02/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TEORAMA,54800000,ARMA DE FUEGO,02/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,TEORAMA,54800000,ARMA DE FUEGO,02/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUQUITA,81065000,SIN EMPLEO DE ARMAS,03/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CALDONO,19137000,SIN EMPLEO DE ARMAS,04/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,SIN EMPLEO DE ARMAS,06/04/2018,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,SIN EMPLEO DE ARMAS,06/04/2018,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,ZONA BANANERA,47980000,SIN EMPLEO DE ARMAS,06/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,07/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,07/04/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,09/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,PUERTO WILCHES,68575000,ARMA DE FUEGO,11/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,12/04/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,TÚQUERRES,52838000,SIN EMPLEO DE ARMAS,17/04/2018,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,18/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,18/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,ROLDANILLO,76622000,SIN EMPLEO DE ARMAS,20/04/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,22/04/2018,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,SAN MIGUEL,86757000,ARMA DE FUEGO,22/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA BLANCA / CORTOPUNZANTE,25/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,ALBÁN,52019000,SIN EMPLEO DE ARMAS,25/04/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,26/04/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,26/04/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,URIBE,50370000,ARMA DE FUEGO,30/04/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,05/05/2018,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,05/05/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CALOTO,19142000,ARMA DE FUEGO,07/05/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,URIBE,50370000,ARMA DE FUEGO,07/05/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,RISARALDA,17616000,ARMA DE FUEGO,10/05/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,12/05/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,17/05/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,IPIALES,52356000,ARMA DE FUEGO,17/05/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CORINTO,19212000,ARMA DE FUEGO,19/05/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOLÍVAR,SANTA ROSA DEL SUR,13688000,ARMA DE FUEGO,01/06/2018,FEMENINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,SIN EMPLEO DE ARMAS,06/06/2018,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,2
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,12/06/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,PUPIALES,52585000,ARMA DE FUEGO,12/06/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,13/06/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,EL ZULIA,54261000,ARMA DE FUEGO,17/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,PADILLA,19513000,ARMA DE FUEGO,18/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,POTOSÍ,52560000,ARMA DE FUEGO,19/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,CRAVO NORTE,81220000,ARMA DE FUEGO,20/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,CRAVO NORTE,81220000,ARMA DE FUEGO,20/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,SIN EMPLEO DE ARMAS,24/06/2018,FEMENINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
RISARALDA,PEREIRA (CT),66001000,SIN EMPLEO DE ARMAS,24/06/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,27/06/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,30/06/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,VALLEDUPAR (CT),20001000,SIN EMPLEO DE ARMAS,02/07/2018,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,ATRATO,27050000,ARMA DE FUEGO,12/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,SIN EMPLEO DE ARMAS,19/07/2018,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,SANTA BÁRBARA,68705000,ARMA DE FUEGO,21/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PORE,85263000,ARMA DE FUEGO,22/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,23/07/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
TOLIMA,CHAPARRAL,73168000,ARMA DE FUEGO,23/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,VILLA RICA,19845000,ARMA DE FUEGO,24/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,MEDIO SAN JUAN,27450000,ARMA DE FUEGO,24/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,YONDÓ,5893000,ARMA DE FUEGO,26/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,28/07/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,28/07/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,28/07/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,BARBOSA,68077000,ARMA BLANCA / CORTOPUNZANTE,29/07/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,MEDIO ATRATO,27425000,ARMA DE FUEGO,02/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,03/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,04/08/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,05/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,FORTUL,81300000,ARMA DE FUEGO,08/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,3
VALLE,DAGUA,76233000,ARMA DE FUEGO,08/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,CIÉNAGA,47189000,ARMA DE FUEGO,09/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,PURACÉ,19585000,ARMA DE FUEGO,12/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,SIN EMPLEO DE ARMAS,18/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,MONIQUIRÁ,15469000,ARMA DE FUEGO,23/08/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
MAGDALENA,ZONA BANANERA,47980000,ARMA DE FUEGO,23/08/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,MIRANDA,19455000,ARMA DE FUEGO,28/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,29/08/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,31/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,OCAÑA,54498000,ARMA DE FUEGO,31/08/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,01/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,02/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,02/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
GUAJIRA,MAICAO,44430000,ARMA DE FUEGO,03/09/2018,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,04/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,04/09/2018,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,BAJO BAUDÓ,27077000,ARMA DE FUEGO,07/09/2018,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,CÉRTEGUI,27160000,ARMA DE FUEGO,10/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
BOYACÁ,PUERTO BOYACÁ,15572000,SIN EMPLEO DE ARMAS,11/09/2018,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,14/09/2018,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,20/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,20/09/2018,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
